image_separation_(arcsec),Hbeta_time_la_(days),magnitude_image1,magnitude_image2or3,magnitude_source,sf_inf,velocity_dispersion_(km/s),z_deflector,z_source
2.543823,101.42440338469008,20.6462,20.0031110227128,21.39,0.19256636378556974,312.6079,0.488,0.95
1.475871,181.50825274611938,21.92307,20.641272274527676,22.85,0.1780686007298048,195.8845,0.502,1.89
2.178021,126.41367282595992,22.25631,20.955865859751732,21.97,0.1864974701135632,269.1535,0.514,1.25
0.652768,85.89560031527998,21.04342,20.33389269352331,21.49,0.20365963056786643,177.0109,0.53,0.89
1.713427,197.6559117682324,22.82126,20.342812750738254,21.09,0.1552009338889085,245.4709,0.536,1.26
1.941963,235.06627656021192,22.86056,20.859143546899,22.57,0.16267023067177697,239.3316,0.558,2.01
1.489249,135.9771876165262,21.12421,20.492033016705,21.57,0.17823755526260196,239.8833,0.562,1.17
3.008457,168.24877264386444,21.24045,20.27560238145501,22.27,0.17502781998212638,302.6913,0.592,1.57
1.376416,147.6326671525941,19.87696,19.762693726327402,21.53,0.17356655478303795,233.3458,0.596,1.21
1.474695,234.1076862417878,22.05591,19.80598429984373,24.03,0.18086351421796873,212.3244,0.626,2.87
2.632212,107.24454821379715,22.11825,20.768855459419893,22.85,0.20650653185625006,314.0509,0.628,1.44
2.101086,181.4303057097851,21.46405,20.99948103063951,23.35,0.18434089777075016,268.5344,0.648,2.14
0.8313353,339.3171440693307,21.54982,20.866694404488516,22.93,0.1511453204576273,149.9685,0.652,2.64
0.8039332,192.88328064268163,21.16232,20.19367782630098,21.17,0.15707123917026247,196.7886,0.678,1.27
1.389008,203.7151525142141,22.39655,20.66639716421797,21.35,0.15632144297951867,233.8837,0.686,1.37
0.7813046,107.82310524143557,21.19591,20.60879688984561,21.81,0.19360267909048515,225.9436,0.69,1.1
0.6373224,133.9518755100872,21.78524,20.506800747527645,23.23,0.1987757737963152,149.9685,0.704,1.78
1.805977,272.74260075663364,20.96017,20.427885420634077,23.69,0.1693869929749287,228.5599,0.712,2.85
0.8091196,186.50075160042965,21.45178,20.678496197019008,22.01,0.1671597233694257,177.8279,0.714,1.55
1.347543,77.65094746780706,21.3302,20.55336682116433,23.87,0.24165788843685262,225.9436,0.714,1.58
0.9419748,274.6549787932125,20.70896,20.36486436505294,22.41,0.15416193031707676,195.8845,0.85,2.09
1.337447,215.91785885249794,21.13037,20.66855121293453,22.19,0.1623080446989614,231.2065,0.85,1.75
1.825408,252.6460803966867,21.07814,20.252349840846307,21.87,0.15206177158586368,295.8012,0.912,1.75
0.7454758,259.24956105740694,21.48728,20.75767047782997,24.55,0.18319645346299473,155.2387,0.982,3.42
1.460535,293.82859521304925,21.12014,20.872258228893713,22.33,0.1505059620834167,253.5129,1.044,2.12
1.025657,229.39874784536184,20.94128,20.612682361042687,21.81,0.1556189696846864,302.6913,1.202,1.64
0.5330042,302.91349285527673,21.67746,20.639629628342565,23.13,0.15807409669393677,184.0772,1.528,2.62
0.8106752,256.74858012968883,21.57062,20.656706876598175,22.97,0.1633329762149366,292.4152,1.596,2.32
2.482056,213.8286404313418,20.21258,19.772755449833262,20.99,0.1507663400775877,228.0342,0.168,1.28
0.5616783,81.77732290062212,21.30147,20.458973223185478,21.25,0.2041575557730287,115.6112,0.184,0.81
1.847683,181.83145007756724,22.27724,20.818665409533484,21.35,0.1615531083106465,189.2344,0.19,1.29
2.729058,97.63537247891668,20.53327,19.5511697291795,21.31,0.19395805915220027,243.7811,0.202,0.91
2.932954,168.1076495910603,22.24822,20.718945081598516,23.41,0.18900667393749554,237.684,0.216,2.09
2.048349,232.10840625996778,22.77619,20.908327165030734,21.81,0.15510548599011686,215.2782,0.228,1.65
1.505289,250.4083302445584,22.90987,20.54929977832369,21.75,0.15123317093625602,193.1968,0.252,1.69
1.041563,290.90536231113776,22.49557,20.23844858252948,23.29,0.1616686293438333,138.6756,0.258,2.67
2.16011,205.7251243059203,21.2089,20.64045518030615,21.33,0.1556856396308583,230.1442,0.266,1.37
1.293843,67.87889017516888,21.37949,20.89252756579208,22.13,0.22652654008515224,177.8279,0.29,0.93
1.400729,77.27871257180146,21.47415,20.403120224429582,22.17,0.21830327192737342,202.3019,0.296,1.01
1.711223,162.22169492152153,21.30073,20.958200493175205,21.87,0.17242219899830952,203.2357,0.3,1.39
1.601164,147.9534178464059,21.52019,20.775888530075207,21.77,0.17598891683743456,201.3724,0.33,1.29
1.797931,200.90668156953873,22.07725,20.386520614461535,21.35,0.15694913304549157,214.783,0.364,1.36
1.074669,195.85843365034313,22.46975,20.97966711523474,21.65,0.16109935643246573,170.2159,0.394,1.45
0.7133577,71.8253752863676,21.60444,20.528725067645098,21.73,0.21790694709025446,164.059,0.408,0.86
1.324424,197.67596820595557,19.88638,19.43903125994899,21.15,0.15576303197225336,199.5262,0.432,1.28
2.851604,213.74904980771464,22.48903,20.74886834561746,21.63,0.15692691850999455,285.1018,0.436,1.51
2.83718,206.77398838710212,22.6569,20.775094721511593,21.85,0.16067084715947388,281.8383,0.448,1.57
0.5052063,48.385116504645985,23.06998,20.736607680024424,21.65,0.2455067016133449,199.9862,0.5,0.67
1.737005,211.66068280797666,20.5122,20.475628998737083,21.65,0.15756779110762245,228.5599,0.502,1.51
2.012603,147.6326671525941,22.06046,20.753744654433014,21.53,0.17356655478303795,266.6859,0.542,1.21
1.186234,135.5371496678762,22.29364,20.578217469924326,23.07,0.19602388377079843,181.134,0.546,1.72
0.937113,213.97487117582634,20.87096,20.741424371042584,21.83,0.15891441819205265,167.4943,0.556,1.59
0.5607262,117.92674365624704,22.47948,20.841281380801018,22.05,0.19124577773356255,149.2794,0.56,1.23
1.078496,52.32887354544782,22.23583,20.64890771525518,24.23,0.27673477288163245,199.5262,0.562,1.41
0.8392517,167.70255413544382,22.22669,20.351899728189483,22.15,0.1738406757839033,168.2674,0.57,1.52
0.7184889,239.8798988906804,23.03713,20.987964720079507,21.93,0.15490011378902255,154.5254,0.608,1.73
2.471906,259.2862209339913,22.83787,20.890022853632065,22.41,0.15661130164740553,287.7398,0.608,2.03
0.8011692,86.77202950619682,20.96255,20.676532970851174,21.51,0.20324794438476484,242.1029,0.63,0.9
1.116101,229.6083496524572,19.82881,18.984812207187144,21.51,0.15258484525505914,194.0886,0.64,1.52
1.38365,116.93173079874285,22.07524,20.523529115715938,23.11,0.2048734824234187,219.786,0.658,1.61
2.139428,188.47251544507063,20.95815,20.019413454507152,23.31,0.18192871868726324,239.3316,0.668,2.16
0.9441809,300.8447088514788,21.607,20.516192108970483,22.45,0.15080866683053748,172.9816,0.672,2.21
0.6789597,124.6606454723288,22.88538,20.667778144552315,22.65,0.19531539506666118,170.6082,0.674,1.48
2.579036,306.65498385267347,21.36045,20.568414454618917,23.01,0.15618329014990187,273.5269,0.682,2.56
0.6831028,114.46602288482906,20.9616,20.921287002542243,22.41,0.1971830892154398,172.1869,0.684,1.33
1.556685,160.1396038847403,19.27891,19.031265147536836,20.97,0.16396137589294404,297.1666,0.684,1.09
1.844325,306.2792457039559,22.04966,20.75886043635919,22.45,0.1500785174077659,246.6039,0.722,2.23
1.120229,97.8579934454908,21.31059,20.701102837141026,22.43,0.20664355075509622,247.1724,0.758,1.23
2.574867,268.95600537978015,20.60618,19.511107558833857,22.07,0.1514665456721427,306.1963,0.774,1.9
0.5354682,208.81414042678733,20.7771,20.493887599777633,21.83,0.16001735355866648,156.6751,0.804,1.57
1.716101,246.4462292539259,21.27933,17.967652385517823,22.65,0.1614717581112029,269.7739,0.808,2.1
1.147365,303.1400224606988,22.70187,20.555849405859455,24.17,0.17087169170284108,185.7804,0.846,3.37
0.8179612,271.24076325673667,21.18854,19.574387437895545,23.13,0.1628021512478528,168.6553,0.852,2.48
1.538435,271.7269478349159,21.41579,19.041322634657774,23.49,0.16706094972447103,224.3882,0.878,2.71
0.7037959,179.88966608358754,21.27624,19.272277022554892,21.85,0.16717079558793196,206.063,0.886,1.46
2.069263,222.31061126334228,22.52868,20.58893724111592,21.55,0.15438938841082278,336.5116,0.896,1.51
1.210978,111.82170480067572,20.81561,20.728748318496454,22.37,0.1980372690476245,295.1209,0.91,1.3
0.9746843,207.2254951030118,21.81976,20.72379102392144,21.77,0.1597449302882658,233.3458,0.922,1.54
1.087776,325.15122289770494,21.81907,20.900400926510436,22.81,0.15153966988243253,189.6706,0.936,2.51
1.687785,196.7694564039797,22.71625,20.730826057443018,21.85,0.16294826252723651,328.8516,0.954,1.53
0.6262828,254.61642018922873,23.07492,20.7728402027971,22.01,0.15316198682691742,177.8279,0.976,1.82
1.45585,165.63822385252215,21.28797,20.202290343028224,22.73,0.18118825646837344,271.0192,1.0,1.75
0.7192922,139.23115095596128,21.55596,20.12114241831598,22.73,0.1902511145360034,243.2204,1.122,1.6
0.5083866,179.46966122128777,21.73432,20.742353839997524,22.31,0.17231081462573092,217.771,1.202,1.64
0.5726967,266.20252545920835,22.99781,20.946938855037708,22.79,0.15968614148603863,181.5516,1.234,2.26
0.871395,287.6491620760959,22.84649,20.974813170679006,22.43,0.15244411076517816,233.8837,1.276,2.15
0.7279166,236.04958224497605,21.25738,19.75832287710492,23.33,0.17143652557000338,206.063,1.316,2.43
3.43528,80.02941873291068,22.96365,20.838144244132454,23.11,0.22835603563491377,269.7739,0.144,1.32
2.08931,107.15582912530198,22.19047,20.232997731263364,21.99,0.196007415950489,226.9865,0.232,1.15
1.044538,94.85191926337018,20.22602,19.62946346676162,20.53,0.18794584544009516,168.6553,0.256,0.72
0.7501885,61.479722700384215,21.89609,19.96382086903942,21.11,0.22171829205948915,158.8547,0.288,0.66
2.970184,149.6199089167818,22.34745,20.893944530649797,22.09,0.1789261155084627,266.0725,0.288,1.41
1.133846,161.54667769128613,21.8096,20.995534783585615,21.65,0.17029708280119546,159.9558,0.302,1.31
1.85601,230.71640170000492,20.59764,20.443302690359474,21.75,0.15476012160700567,207.4914,0.318,1.62
1.43123,51.09920259007539,21.45799,20.923726378063098,21.79,0.2429644481879603,211.8361,0.32,0.72
0.8020889,238.3859121269838,21.99625,20.992598177110725,21.51,0.1509668675180339,130.6171,0.322,1.55
0.7212864,274.7451330183948,21.91977,20.391980491362833,22.11,0.1509896287785764,133.6596,0.342,1.94
0.5691035,103.62791866457054,20.48384,19.410148094332,20.15,0.17940644289958974,150.6607,0.344,0.68
0.8328625,46.919778897068824,21.66423,20.796517711845688,21.39,0.24491261998389524,188.3649,0.368,0.61
0.6395939,110.7176086720511,21.92326,20.68816010204167,21.79,0.19186337619455873,142.2329,0.4,1.11
1.543243,54.35180170246779,21.03492,20.27206479001255,22.85,0.25212037256276515,244.3431,0.402,1.0
1.59902,106.1106632076537,20.92568,20.183771243072457,21.45,0.1905891192386677,229.6149,0.42,0.99
0.9947157,116.41120200816545,22.31082,20.582448484688104,23.07,0.20459890366093614,160.3245,0.43,1.59
1.454063,227.36503441568874,21.88516,20.772334005191226,21.53,0.1532079852941661,202.3019,0.446,1.52
1.481769,204.29746881457905,22.40001,19.94783857986302,21.67,0.1593706524369488,216.7704,0.464,1.49
1.729404,125.83744002307961,20.83845,20.712843106853406,22.07,0.18788166155306515,233.8837,0.474,1.28
0.610942,47.358075931375616,21.4266,20.48108997413711,23.97,0.28033217389731657,145.5459,0.506,1.25
2.025121,145.74987561814334,21.39877,20.614098751367543,22.41,0.18396171379326492,233.8837,0.512,1.51
1.010954,179.11927699058765,21.34979,19.303797175794813,20.27,0.1523954963456204,227.5097,0.538,0.96
0.7874039,130.19252487133224,21.46652,20.85344333724403,21.91,0.18423109986815914,174.5822,0.568,1.25
1.378959,180.02235955212393,21.49519,20.80371191957418,21.63,0.16484180648649063,220.2926,0.574,1.38
1.255126,21.10395029146061,21.45585,20.983553507484586,24.39,0.3655158060095625,274.1574,0.584,0.9
1.855098,191.3479975159753,21.04783,20.653391702555428,22.57,0.17219054821762464,236.592,0.598,1.81
1.544667,204.75376900301458,20.12992,18.476301597644408,21.87,0.16132700955761345,233.3458,0.618,1.57
0.6180381,135.6545547812839,20.58674,18.851568513150486,22.15,0.18473914150225007,169.4338,0.666,1.36
1.180724,215.88084489469037,21.52085,20.406209210495845,21.03,0.15071515646288935,226.9865,0.71,1.3
1.317855,199.82806760258168,20.88251,19.352312904337598,20.85,0.15249368648592818,277.332,0.736,1.19
0.8782116,201.2587445305256,22.71006,20.99290010086256,21.93,0.16274624476812383,190.5461,0.738,1.58
1.308662,206.93529713747387,20.59707,19.804115203683768,21.67,0.15878816150031413,242.1029,0.748,1.5
1.479617,169.59858153434647,20.57395,19.678509854908885,21.97,0.17130909048394272,250.6109,0.758,1.46
0.6726706,184.225919855607,19.66791,18.600613871166647,20.65,0.15438925156020075,220.2926,0.798,1.08
1.140916,230.18051187005906,21.4539,19.705284107378287,23.05,0.1691877615560464,189.6706,0.802,2.24
0.9291726,116.25177440053851,21.2532,20.09354961305154,22.11,0.19274245389182088,240.9905,0.802,1.24
0.6625274,192.37283622313467,22.50784,20.832345973462616,21.41,0.1595211860623628,188.7991,0.83,1.35
3.002316,213.9750990884932,21.23481,20.85209990739448,23.53,0.1785678856972326,333.4264,0.88,2.43
0.779439,192.6565973252037,22.58103,20.517295544685886,23.71,0.18606694867456916,171.0015,0.962,2.41
0.8847652,202.19406949401719,21.45651,20.56186106641187,21.97,0.162954819538645,248.8857,1.03,1.6
0.5343456,244.47595368304349,22.05847,20.826387870339914,22.51,0.1602618833863007,185.7804,1.174,2.02
1.388697,268.32334356815244,22.35364,20.68884067522139,24.19,0.17663689654867462,391.7419,2.184,3.19
3.524709,309.57465081526294,21.63411,20.610461890521403,22.91,0.1546594056387838,263.6331,0.104,2.51
2.38911,142.06758104579364,22.78691,20.96285781099635,22.41,0.18530978431371956,222.331,0.128,1.49
1.857045,183.19201104349207,21.27331,20.650954872312045,22.41,0.17244993222463195,215.7744,0.21,1.7
1.603446,163.223221450588,20.65693,18.718599892483294,20.61,0.15972317707540892,204.1738,0.25,1.0
2.11734,103.14079385064832,21.41993,20.64976807266601,23.39,0.21617181169317215,230.1442,0.268,1.62
1.435619,106.25982412265182,22.8981,20.718857037202927,21.63,0.19245024508289824,202.3019,0.326,1.04
1.38549,184.50943321718654,21.52541,19.71428093255947,20.47,0.1527401877763664,201.8366,0.344,1.03
1.688482,215.35641577198595,20.04109,19.557929075817494,21.51,0.15539991586135854,203.7042,0.348,1.47
1.27225,174.412891147539,22.58604,20.8562622558182,22.67,0.1778814319166323,181.5516,0.384,1.77
1.814964,180.02235955212393,22.87735,20.90252191993624,21.63,0.16484180648649063,216.7704,0.394,1.38
1.299602,161.47385573197442,22.36042,20.754636618413222,22.07,0.1748358178114169,195.8845,0.442,1.46
1.374784,237.35372427313786,22.78804,20.700071809000608,23.13,0.16874615105200427,190.9853,0.46,2.32
1.412339,114.03918610488309,21.10669,18.833600652974713,22.33,0.1964295984031707,210.8628,0.464,1.3
1.1299,150.52844705822315,22.04011,20.936147601044198,22.97,0.18909524874576694,180.7174,0.47,1.77
1.188603,338.9148296313685,21.53594,20.25329755149749,23.39,0.15643825497725355,176.6038,0.482,2.95
1.27502,161.76922495768514,20.85461,20.53391555546852,22.35,0.17790456148598713,206.063,0.49,1.57
2.020788,162.43725727246607,20.49943,20.133711734069966,21.95,0.1732218175277077,249.4595,0.49,1.42
1.220509,114.46876200329969,21.55982,20.514498993050026,22.85,0.20269281330100922,194.9845,0.512,1.49
1.370933,239.46259571634673,23.03021,20.71251251535225,21.45,0.15019301450942174,209.894,0.512,1.53
1.669221,238.41236304093692,20.40662,19.53562427212355,21.85,0.1543465968219154,235.5049,0.516,1.69
1.893539,193.30977464354478,21.65695,20.089347120729148,21.73,0.1625252262627107,263.6331,0.53,1.47
0.6932244,103.22258565978647,21.13867,20.194558645305097,21.83,0.1963573045831314,169.0441,0.544,1.08
1.089815,223.5405823903076,22.5441,20.938294951885236,21.79,0.15655456997588246,198.1527,0.55,1.61
1.134358,168.77715525122298,20.5193,19.708074023840982,21.59,0.1675299638763432,195.8845,0.568,1.32
1.056915,312.8968790275669,22.05172,20.511552968352337,23.89,0.16588458477343931,169.0441,0.626,3.2
1.061182,160.7354203949479,21.25522,20.578556428143457,21.45,0.16848738266748886,210.3778,0.63,1.24
1.069345,173.98903309505184,22.70568,20.46441417926776,21.41,0.16423828153636597,212.3244,0.63,1.28
