image_separation_(arcsec),Hbeta_time_la_(days),magnitude_image1,magnitude_image2or3,magnitude_source,sf_inf,velocity_dispersion_(km/s),z_deflector,z_source
1.158936,140.17475585661035,22.45041,20.62386900880362,21.79,0.17899641390099857,222.331,0.63,1.26
1.124186,192.86481373857401,22.99494,20.628751683731224,21.23,0.15765048760518374,208.4491,0.642,1.29
1.21901,186.97605321535073,23.0443,20.851403981526754,22.03,0.16725471670900957,215.2782,0.666,1.56
2.056195,232.45160623957048,21.75884,20.24190594048249,23.03,0.1684996272649386,244.3431,0.69,2.24
0.5300557,180.9310319036436,22.41576,20.0953115539636,20.89,0.15739727584178662,177.4189,0.712,1.14
1.337994,189.21785368078386,21.09273,20.285572437747383,22.25,0.16909772293276878,232.8091,0.77,1.66
1.467332,191.43646384254765,21.38769,20.698800986662178,22.25,0.16854378417221033,257.6321,0.782,1.67
0.5513381,106.47730738763806,21.85728,20.856339785803478,21.97,0.1961449863004072,193.6422,0.786,1.14
0.7180165,176.8326194927242,17.72969,16.76113448002174,21.61,0.1654889197624616,219.786,0.82,1.36
1.627221,317.64942933922634,21.73124,20.913882433847956,22.89,0.1533764464729198,231.2065,0.874,2.53
0.7615159,164.46134401744456,20.71697,20.121634245868584,20.95,0.162480543386692,306.9022,0.902,1.1
0.8749096,132.0851569909617,23.28425,20.991275810054933,24.09,0.2116869689596276,175.7924,0.912,2.19
0.5460354,100.03808879141236,19.93032,19.35391938974503,22.91,0.2114675498916845,188.7991,0.916,1.41
0.8750373,226.05315612690907,22.02294,20.718002240222177,21.49,0.15306930853124445,229.6149,0.926,1.5
1.628477,207.36354591009115,21.50187,20.592774945116297,22.45,0.16703106469191242,273.5269,0.932,1.83
0.547955,179.3182890212753,21.16701,20.995742475684125,22.09,0.1699071455451677,186.638,0.98,1.55
0.7576903,313.19640332573016,21.2902,19.356316877944572,22.53,0.15002290203503413,171.7908,1.002,2.3
0.5458553,311.21926333509987,21.84375,20.807775083401346,22.75,0.15266460850571092,169.8244,1.294,2.42
1.014617,249.12663006999347,22.24293,20.858060609489737,22.33,0.15747268779312407,296.4831,1.34,1.95
0.6480787,315.95422911438794,22.32918,19.831542562939553,23.63,0.16223945062467907,216.7704,1.672,3.02
2.356213,49.647528155562895,20.88177,19.647055112484352,21.75,0.2446976725797254,208.9296,0.04,0.7
2.473846,240.94118558057406,21.4131,20.46605194832821,21.71,0.15247987793603604,240.9905,0.17,1.64
1.4093,238.19276447809202,21.75522,20.949147773563798,21.99,0.15582604423300273,168.2674,0.194,1.75
1.412023,130.9538517829049,21.2264,20.760694293871417,22.47,0.1903986240191385,166.7247,0.198,1.45
3.872993,150.16670376466627,21.04665,20.970224399043143,22.11,0.1789627279403006,285.1018,0.222,1.42
1.601134,113.3213091182669,22.0964,20.976392011561348,21.57,0.18813875504531993,190.1078,0.248,1.06
1.184098,96.68145717461223,22.10562,20.5360429005495,21.33,0.19475016293133499,177.4189,0.286,0.91
1.615875,185.14926325007414,20.66481,20.010823233468315,22.05,0.16793776691977366,201.3724,0.294,1.56
3.122661,150.97837612141737,22.26482,20.19007946043524,21.09,0.16802022195283375,289.7344,0.306,1.09
1.185579,148.15891913082783,22.65766,20.366073680686334,21.33,0.17134147578846987,177.8279,0.32,1.15
0.7096482,97.13662926255611,21.0285,19.93904341275815,21.63,0.19770975733972737,140.2814,0.322,0.99
1.44498,153.67633192893243,21.6364,20.87795200014681,22.25,0.1793652679187925,194.0886,0.358,1.49
1.604709,169.3863718682396,22.40577,20.377826815721164,21.25,0.16394041986014615,210.3778,0.358,1.21
2.027835,152.6762138560489,21.42318,20.50288490441006,21.43,0.17084117639991472,235.5049,0.362,1.2
1.504696,67.88592738726926,20.49501,20.355018945863776,22.01,0.22504852036294135,219.786,0.366,0.9
3.401707,172.29379931081593,20.91773,20.44271762357916,21.83,0.16903731709444067,314.7748,0.384,1.42
2.61435,181.58955717652876,21.42959,19.97672477012199,22.31,0.1717422541611065,264.85,0.418,1.65
1.391638,112.7311905051334,20.85379,20.790934134112728,22.47,0.19879016939557226,197.697,0.428,1.34
0.8620877,173.54914152792807,21.35253,20.580275664829394,22.33,0.17417630065966816,151.3561,0.482,1.62
2.006522,115.37060961452046,20.4779,20.344926375772662,20.97,0.1809746851266504,281.8383,0.49,0.91
0.5809522,180.4420934772354,22.15121,20.935329703134695,22.51,0.17433385623749928,133.0454,0.504,1.73
2.721007,252.35317085483632,22.18296,20.230342573124478,22.97,0.16409583652411294,253.5129,0.504,2.3
0.6987287,47.54801714967229,22.09077,20.632118380286,25.45,0.30782029454548,149.6236,0.524,1.83
1.578373,133.38149793500025,21.88136,20.984406752797355,21.83,0.18205280882252073,238.7811,0.54,1.24
1.398818,182.59994996451474,21.97345,20.647437891903856,24.05,0.19345844009900143,195.4339,0.542,2.55
1.014964,195.85843365034313,21.31504,20.416285164560108,21.65,0.16109935643246573,188.7991,0.556,1.45
0.9249532,43.18459270867874,21.81399,20.77160755378534,22.37,0.26366139973857416,260.6154,0.562,0.77
1.578552,229.1979735899061,22.74598,20.54476575988349,21.69,0.154444804123787,233.8837,0.568,1.59
0.657593,147.91698619911733,21.46095,20.675048175294954,21.65,0.1747241534105644,158.4893,0.57,1.25
2.074798,187.28192801478565,21.85834,20.705774642356975,22.87,0.17677474757807715,237.1374,0.57,1.93
2.351888,210.65593959951227,20.83209,19.746289825058543,22.33,0.16496474512551754,276.6942,0.62,1.79
0.8987792,65.17140143742783,22.8936,20.859739423256215,22.97,0.2404790300296919,213.7962,0.648,1.14
1.213575,88.35244549264858,20.92773,20.365051245794454,21.97,0.2073496564726985,252.3481,0.656,1.03
1.21371,422.0615774383502,21.96935,20.988150184367974,24.15,0.1567143138350525,177.8279,0.72,3.94
3.351492,282.53996405005165,22.09206,19.936777924193294,22.93,0.15872277056991876,312.6079,0.724,2.41
1.999271,209.8441044699,20.75141,19.463631278890535,22.11,0.16274477648543276,269.7739,0.736,1.69
1.777593,235.29162534067197,22.52791,20.844117563873404,21.71,0.15350377574020913,271.0192,0.756,1.62
2.422666,189.68635595259423,21.33563,20.40108349365487,21.41,0.16017137498932854,369.8282,0.756,1.34
1.344665,269.64219387091515,21.27268,20.162086296095808,22.35,0.15429677407990106,230.1442,0.864,2.04
2.414994,316.1518130302194,22.29857,20.79741661557956,22.65,0.1509324467452835,297.8516,0.868,2.38
0.5645432,144.85116358726276,21.2895,20.310366721017605,22.55,0.18595093826289427,187.9317,0.936,1.56
1.289366,171.95990080622292,22.75765,20.90215751365654,22.15,0.17260647529631426,287.7398,0.954,1.54
0.8931811,83.61135196319239,22.96634,20.520276836952316,24.45,0.24600657865046843,214.783,0.968,1.9
0.619276,66.08124484056894,22.96863,20.818171641032794,23.89,0.2533380418139648,227.5097,1.054,1.46
0.659633,234.7972651175391,22.2188,20.434239579828578,22.71,0.16430810726285625,182.3896,1.058,2.08
1.385416,318.8983471889598,21.70156,20.77371661883566,23.89,0.16506846554389026,231.7395,1.174,3.23
1.24619,222.49648020941638,22.39918,20.777961885093006,23.55,0.17696586926881483,262.4219,1.194,2.49
0.6488363,228.55062214370508,22.4415,20.82414886058849,22.23,0.16018468495246357,333.4264,1.53,1.82
1.046363,108.10696766958117,21.34713,20.465097889221383,23.07,0.2089391069286391,157.7611,0.212,1.53
3.036747,145.0962257247065,21.90335,20.95502787311887,21.47,0.17383062583587128,247.7422,0.214,1.18
2.12144,92.09883209903329,20.66669,19.994320055185433,20.59,0.1902579136639595,222.331,0.218,0.72
3.839316,153.93039296085433,21.05886,20.785212490303014,22.55,0.18277876964880374,280.5434,0.22,1.61
1.539529,74.02743423181668,20.34875,19.71325717050193,22.61,0.2267577204284129,189.6706,0.234,1.11
1.67968,371.8821343535538,21.9159,20.180180824007113,24.11,0.16135944793734897,195.8845,0.29,3.67
0.9241864,197.34528707306688,22.41262,20.862625326055344,21.97,0.16407823527431908,154.8817,0.342,1.58
3.223124,77.04479245227083,22.31845,20.322410813079337,21.05,0.20587417643637526,334.195,0.346,0.74
0.8078076,264.3990266390454,22.72428,20.80781961508332,22.39,0.1555596102117197,144.2115,0.356,2.04
2.484927,177.514311058072,22.13427,20.564939595490873,21.93,0.16866170116226653,256.4484,0.356,1.48
0.8219918,186.29678027822433,21.90112,20.75427341077776,22.69,0.17488263146431018,145.2112,0.378,1.84
0.6840644,86.56885284274672,21.15711,20.661408068953076,22.95,0.22103064694731941,148.2518,0.39,1.32
2.87031,164.66007406053902,20.37685,19.453466031139193,21.37,0.1664990867393368,280.5434,0.404,1.23
1.104486,27.677339180157897,22.49377,19.620915049676913,24.15,0.3322450560015931,199.5262,0.416,0.98
2.061015,271.65886731724663,21.25115,20.49341779507574,23.01,0.16133152374842985,215.7744,0.442,2.41
1.588866,185.6948250716779,19.86961,18.506611702581488,20.87,0.1560100238414649,235.5049,0.464,1.15
1.995974,162.61688111297156,21.97186,20.652835331191596,23.01,0.18557495480516667,228.5599,0.512,1.86
1.104946,279.7525531412079,23.20917,20.857164363073757,22.43,0.1536044169752611,177.4189,0.518,2.12
1.05495,194.52676848539767,22.69185,20.865762825767316,21.61,0.1610074707869654,181.9701,0.522,1.43
1.916384,268.5561105650869,21.68145,20.589424170287906,22.79,0.1593061321378978,215.2782,0.532,2.27
1.428015,196.1876874501172,21.0661,20.154916119610537,21.37,0.15822618977588487,216.7704,0.538,1.35
1.227085,118.77297297534619,22.99322,20.91234699903808,23.65,0.21142647225529668,197.697,0.562,1.86
0.8691524,186.48647220509483,21.99089,20.842585938651784,21.53,0.1621617995924199,178.2379,0.62,1.37
1.05933,196.65384839173183,22.05291,20.561850236181552,21.45,0.15890492778253135,199.9862,0.642,1.38
1.538247,193.76002989579766,21.46631,20.81237296298937,21.83,0.16345471278154927,244.9063,0.644,1.51
1.567028,137.56139976382332,21.90252,20.957335707687896,22.63,0.18967131000774146,220.2926,0.652,1.55
1.041255,217.60176207612838,20.61843,20.556125532068897,22.33,0.1634823949821461,196.7886,0.654,1.82
1.259319,244.47595368304349,21.41206,19.19632886281131,22.51,0.1602618833863007,193.1968,0.664,2.02
1.147211,135.85014097154465,22.09883,20.667004291630466,22.09,0.18397758078063442,226.9865,0.7,1.34
0.7526436,105.07394277515358,23.05348,20.96316635488639,21.47,0.19136746463081483,224.9055,0.704,0.99
0.8792785,195.3705890525857,21.70662,20.33822877994846,21.89,0.16369939869496677,190.1078,0.73,1.54
0.5351555,201.6811788915874,21.46699,20.768800479570146,21.67,0.15995818821823068,151.008,0.75,1.48
0.5358673,113.51266853783335,22.65856,19.44881733155528,24.97,0.23483261666895144,127.3503,0.758,2.52
2.268726,218.75519762235805,21.9854,20.922068262333614,22.95,0.170341363754075,296.4831,0.946,2.13
0.8595754,130.8190928126779,21.4041,20.597801355440502,22.93,0.19616896652802115,219.786,0.948,1.63
0.6876153,85.41176290716385,22.41908,20.71572969371311,23.55,0.23040915651596855,214.2891,1.016,1.53
0.5821922,152.43815573388937,20.73235,19.7207412742392,22.37,0.18116309603372674,243.7811,1.158,1.53
0.6529078,115.24846375927173,21.64903,20.31835992401218,24.89,0.23253027954931907,184.5015,1.188,2.49
0.5578003,290.65769982387224,21.30043,20.163779784677597,22.39,0.15158690930401106,208.9296,1.518,2.14
1.63602,37.27589192316619,21.93453,20.691406711180495,23.87,0.29908716560690635,168.6553,0.042,1.07
0.6264744,269.7033421062249,22.64667,20.816103319896236,22.29,0.15364841428358025,109.3956,0.058,2.01
3.035849,14.328798951841465,23.03391,20.956887415673425,23.27,0.3912728863685582,268.5344,0.114,0.52
2.797251,224.1584866523683,21.43186,20.298133669246383,21.61,0.15462050385486473,247.7422,0.236,1.54
1.055088,169.05989167294882,20.95246,20.928822671893375,22.21,0.17411317848730024,152.0548,0.258,1.55
1.708477,169.5261087792593,23.26985,20.779156376367435,21.61,0.1675211579524317,204.1738,0.258,1.33
2.287371,146.50788610904007,21.47102,20.725268189782405,21.79,0.17670763657881627,231.2065,0.26,1.29
1.098588,48.600516998775525,21.26123,19.9779154093515,22.31,0.2533818236761114,172.5838,0.266,0.81
2.546388,82.14648837943011,21.16923,20.051686787454702,22.19,0.21458546043656473,248.8857,0.278,1.05
1.378079,108.13866475955669,22.49504,20.809713849604027,21.63,0.1914433531327233,188.7991,0.312,1.05
1.907206,73.20398673789678,20.15438,19.254802169939207,22.53,0.22646289866274094,241.5461,0.326,1.08
1.194803,86.98178311741191,21.93229,20.700375098889825,22.67,0.21700106021358048,168.2674,0.346,1.23
3.602629,210.39944677379444,21.78184,20.688651056713205,21.17,0.15315446632066218,292.4152,0.354,1.33
2.147707,44.621932457705455,22.53516,20.927489007305148,22.21,0.2588781221312756,303.3891,0.398,0.75
2.482296,34.05758928621062,22.22682,20.323128608746835,23.25,0.2970236811581146,300.6076,0.416,0.86
1.018177,204.18903339884946,20.76329,20.48431960477651,21.95,0.1622920363787136,163.6817,0.422,1.6
0.8824922,82.74708635034075,20.25169,18.838220398632334,21.27,0.20362611142091386,190.9853,0.43,0.82
1.280504,79.58878564014557,22.64953,20.783572350657458,22.11,0.21565038854150595,229.6149,0.452,1.01
1.573734,170.35656488310107,21.81936,20.387359647855554,22.65,0.17881738566639963,200.4472,0.47,1.74
3.944984,227.2725781212412,21.56015,20.83167705491354,23.13,0.17073497422519035,316.2278,0.47,2.27
3.502915,130.8292034253751,22.90218,20.805083976229557,21.45,0.17902021831894818,341.1929,0.496,1.11
2.14179,249.4881123455234,21.88542,20.522580796070216,21.85,0.15239535740409593,249.4595,0.522,1.73
0.5230533,98.5481528957472,20.51452,20.375996235403708,22.29,0.20449931776183497,140.2814,0.526,1.19
1.095533,151.12571909367423,20.8593,20.61211795727984,21.93,0.17663994510823852,194.9845,0.554,1.36
2.791305,197.48661348042643,21.04541,20.70504778855102,21.27,0.1569540385259504,299.2265,0.56,1.32
1.138687,237.10481749624392,22.19341,20.98888745237756,21.67,0.15277269841233526,187.0682,0.568,1.61
1.907849,142.1111999104352,21.45206,20.52117954104136,21.67,0.17699534956337457,270.3958,0.594,1.23
2.400821,285.74131168361623,20.72343,20.498941648002337,22.31,0.15144641345298737,259.4179,0.602,2.08
0.6679646,156.4344417157846,20.95672,19.502925956913607,20.77,0.1632376112866738,194.9845,0.63,1.02
1.098133,177.899953716791,20.84729,18.906693606795724,20.79,0.15726836175475137,244.3431,0.648,1.1
0.5406231,117.52908938882034,21.82792,19.59093608303707,22.77,0.2001504064672714,142.2329,0.666,1.48
2.290886,360.6079994865497,23.09928,20.078759080907645,24.01,0.1613827813485315,243.7811,0.672,3.53
1.582849,169.1303810448951,21.69451,19.241563051860098,22.93,0.18257418197446476,239.3316,0.704,1.86
0.7151041,146.7392788332224,23.23735,20.92429129577805,21.99,0.17881293064667164,179.8871,0.72,1.36
1.012571,110.94107673737477,22.10128,20.251305608902754,21.47,0.18826527844861066,282.488,0.724,1.02
0.6119258,212.6620670768995,21.45348,20.46017478742408,21.09,0.15193128413199136,172.1869,0.736,1.31
0.8351261,176.8326194927242,21.70467,20.836936277537998,21.61,0.1654889197624616,203.7042,0.76,1.36
2.229297,170.43968360344786,22.35196,20.99001703326551,24.27,0.2002318182775821,280.5434,0.784,2.6
3.121372,262.4951806551539,22.62984,20.790978359709957,23.53,0.1690953805406196,309.0295,0.842,2.69
1.808667,189.37883386459802,21.53423,20.891038630498418,23.05,0.17842803764864087,252.9298,0.85,2.03
1.395742,251.58465782504032,21.19681,19.928878622545692,22.31,0.1568322020074695,229.6149,0.854,1.95
0.72494,103.17562129208487,20.58251,19.024828431163638,21.69,0.19481772543496015,294.4422,0.862,1.04
1.268933,120.7513774032043,22.02594,20.83491242268442,22.33,0.19319901317531307,289.7344,0.87,1.34
1.070024,70.79301194819062,22.20278,19.838618213980165,24.81,0.26397865986447955,230.1442,0.93,1.91
0.6117074,120.5546040604312,21.16453,20.948284447541674,21.75,0.1866519378590821,296.4831,0.97,1.15
0.9135943,197.42800911871208,21.00029,20.272276305445928,23.47,0.18169691860479598,200.4472,0.992,2.3
0.5201656,335.2692775112746,20.80377,20.229479253512974,23.55,0.15878145804569183,139.6368,1.0,3.05
1.494585,175.77844057678567,21.49097,20.931208101344527,22.83,0.1794144591097026,281.1901,1.002,1.85
1.286153,233.65431353198298,21.70711,20.915496987659033,23.69,0.1764634256008953,230.6747,1.014,2.64
0.8545228,278.70942511290536,21.41395,20.714647481699824,22.75,0.15726847942727498,195.4339,1.056,2.29
2.561058,228.6803365403663,22.00288,20.569475905491515,24.37,0.18668346118730492,334.9654,1.12,3.08
0.8080886,426.04687521322643,22.5905,20.917697257269637,23.99,0.1543855758175277,165.9587,1.154,3.81
0.6051,164.19742396103499,22.64405,20.84315287149482,23.81,0.19564894773994568,183.2314,1.194,2.28
2.838819,214.83335406940267,21.85166,20.8020588856199,22.29,0.16362555791402206,214.2891,0.128,1.79
1.568175,109.79205634904112,20.10108,19.78998264260712,20.99,0.18393100830133569,183.6538,0.134,0.89
0.684108,245.93850586972212,20.09668,18.133749591547293,21.81,0.1526029847447715,117.2195,0.152,1.7
2.289363,175.8314616684265,21.87349,20.875093671092063,22.13,0.1712977441738693,218.7762,0.176,1.55
2.782953,155.5746559372374,22.35788,20.815344207047534,23.33,0.19200130229466286,245.4709,0.178,1.97
1.491631,170.61045763016799,21.69675,20.85897851193989,21.85,0.16972764725277792,176.6038,0.204,1.42
2.102449,64.2162670700863,22.73653,20.994066703001987,21.83,0.22673957490205768,237.1374,0.204,0.83
3.695762,39.27737870682612,21.94616,20.906449777287634,21.97,0.2663709847002626,322.8494,0.236,0.65
1.385394,93.7135898988766,23.28047,20.86444008306908,21.85,0.20234073357989388,186.638,0.246,1.03
1.087812,99.52048610219033,22.27152,20.990625721637542,22.27,0.20366756142339867,173.3804,0.286,1.19
1.888185,51.09920259007539,22.34444,20.463220405045856,21.79,0.2429644481879603,254.0973,0.312,0.72
1.226126,195.45864073334803,20.70146,19.345562556887074,22.37,0.16890003561508812,167.4943,0.326,1.74
0.7731319,55.73036661041513,22.91278,20.516827033233447,21.31,0.23094125654860995,177.0109,0.36,0.66
2.17759,232.54452121585612,22.08511,20.396602402655,21.83,0.15522717702317496,243.2204,0.412,1.66
1.656704,217.32334468106922,21.74372,20.296306364652754,21.19,0.15191439244604757,213.3045,0.422,1.36
0.9852785,193.16942201485944,22.74482,20.683358456522136,21.43,0.1595287348772061,164.4372,0.43,1.36
1.210137,64.31601345214621,22.5005,20.832316104469854,21.87,0.22710670778125927,224.9055,0.44,0.84
1.175982,310.1303388459234,20.70644,20.499025565830127,23.37,0.15989619007787512,170.2159,0.444,2.81
1.078388,197.29822854369934,22.16383,20.522278373812416,21.87,0.16303358712183816,181.9701,0.46,1.54
1.835023,236.5878367292252,22.41656,20.424752487341735,21.65,0.15266771646137403,230.6747,0.482,1.6
1.003418,92.15320960179903,21.86627,20.96665440334448,22.49,0.211069772967755,168.6553,0.49,1.21
2.969402,193.44793290885576,19.71533,19.158138998200435,21.37,0.15887110045569924,319.1538,0.492,1.34
0.8762582,184.6538117047943,22.10163,20.735116927111463,21.77,0.16508735351132417,164.4372,0.504,1.45
0.8344873,96.04373840083613,18.83392,18.248841972997038,21.01,0.19184802297111508,205.1162,0.53,0.83
0.8022808,171.66738872225983,22.36469,20.165047195434237,21.03,0.1611805016895978,169.8244,0.532,1.15
1.277676,110.7176086720511,22.93325,20.82567159752804,21.79,0.19186337619455873,232.8091,0.566,1.11
0.8937363,55.38043650434743,22.09443,19.96088886328441,21.77,0.23667661519131214,276.6942,0.566,0.75
0.6168853,190.02492717853374,20.96426,19.650606329115472,20.41,0.15088404561721003,167.4943,0.574,1.03
1.510329,151.6483355180988,22.80418,20.997964012776414,22.09,0.1782348361070304,234.4229,0.574,1.42
1.830278,178.57141324143697,22.32813,20.02401630314914,20.85,0.15764166455971215,284.4461,0.608,1.12
1.828734,234.80626794696417,21.85515,20.65205756807493,21.49,0.15142226357571156,246.0368,0.622,1.53
1.109112,146.79639201437902,21.75854,20.538459447621364,21.51,0.17364910660648541,225.4239,0.636,1.2
0.6983827,221.7940108044829,22.49826,20.179787257255157,21.45,0.15351145193081814,165.9587,0.648,1.47
1.686929,195.50074228245188,22.75595,20.75859356703077,22.57,0.1711659005647621,239.8833,0.654,1.83
1.119472,81.61513800561184,22.96883,20.64386016297599,25.77,0.27182105337953866,193.6422,0.662,2.6
0.7861046,163.00126914709898,22.8632,20.914490729946703,22.13,0.17503236082873042,179.8871,0.71,1.49
0.5466897,127.99725722628588,21.00509,20.732895722022807,23.07,0.19919697572981998,145.8814,0.73,1.67
1.308453,216.5790344691698,21.08074,19.977180118973788,21.83,0.15837156546901487,232.2737,0.744,1.6
2.208737,227.99305422272934,22.33612,20.740946004515244,23.35,0.17329262563537992,257.0396,0.75,2.4
0.667766,174.6125168514289,21.85771,20.686620134723263,21.83,0.1683898956739729,179.0606,0.756,1.43
1.778004,237.09412389896917,22.55937,20.913457789256658,23.55,0.1739880481853237,231.7395,0.826,2.57
1.152103,178.54340010006464,22.66007,20.39398927229386,20.95,0.15857419055878358,291.0717,0.83,1.15
0.8374509,220.1218393371895,22.57022,20.914687119436696,21.87,0.15805939093751054,195.4339,0.834,1.63
1.77113,338.43258632306134,21.93675,20.74867214247875,23.49,0.15767631696324252,252.3481,0.848,3.02
0.8318353,169.5261087792593,23.00028,20.676248805080313,21.61,0.1675211579524317,230.1442,0.852,1.33
0.9876204,146.95084693393872,22.86287,20.779221562960963,21.93,0.17807579988277328,251.1886,0.868,1.34
0.8429927,287.81792135899536,20.60261,18.8664494852232,22.41,0.152205973880404,188.3649,0.876,2.14
2.246875,265.9200680616108,21.84129,20.367979280145814,22.59,0.15749640726755323,281.8383,0.9,2.15
2.046188,251.82430658092363,22.49745,20.37990994092597,23.75,0.173763145025422,252.9298,0.918,2.78
0.6347066,178.70710298327654,21.11009,20.45721152761387,21.89,0.16791163068380136,203.7042,0.95,1.47
1.389508,231.56324522312207,20.85296,19.90002339795881,22.29,0.16025048900967392,262.4219,0.984,1.86
1.078159,214.5898844269461,21.18046,20.757885904879554,22.53,0.16635149991656417,223.3572,0.996,1.9
0.8647669,224.84209711028444,22.17676,20.890303503753437,22.35,0.1622218550839302,227.5097,1.052,1.86
0.5566144,177.35977661712585,22.66923,20.949395681478148,22.31,0.17288619020531729,201.3724,1.092,1.63
0.9638575,163.3607293959243,21.85901,20.717094052086136,24.45,0.20519199483129544,214.2891,1.102,2.66
0.6036123,284.7240689208921,21.2351,20.673053787560733,23.41,0.16403524058852686,177.4189,1.298,2.72
0.6647632,91.80242364394378,21.76735,19.872537202009145,20.97,0.1941420834835203,123.0269,0.126,0.8
1.329029,81.0087172431753,22.1371,20.582380754031064,21.65,0.2091299154664212,173.7801,0.162,0.9
1.479331,209.9979441193638,21.94669,20.671666507707947,21.99,0.16143308105269558,174.1807,0.168,1.64
2.867618,53.367766680514336,22.76153,20.953761107313227,22.85,0.25351175574968665,267.9168,0.198,0.99
0.7111998,57.54196791860308,22.3954,20.909459559799725,22.01,0.23676825194010878,137.0882,0.212,0.82
2.121433,198.44776663315253,21.6766,20.619478835295798,21.65,0.16049459431334048,237.1374,0.282,1.46
3.238369,87.50918676188931,21.98426,20.538570675464733,23.21,0.2239301603671233,276.0578,0.284,1.42
1.738376,132.33866002805772,21.44345,19.767446926978337,20.77,0.17169557073478406,223.3572,0.296,0.93
2.835961,224.2119517483547,23.28975,20.97570991293473,21.71,0.15561124463741874,252.9298,0.312,1.58
0.9108957,163.28326873149732,21.37379,20.869705812076607,22.23,0.176067717452632,145.2112,0.316,1.53
1.393778,98.40979509982823,22.66226,20.46550521664484,21.49,0.195407906856806,204.6445,0.344,0.96
1.638843,126.27477215016151,21.39991,20.569634663147838,22.21,0.18930830470587193,199.0673,0.354,1.33
1.664178,265.68413836104634,22.74406,20.746887575378747,22.01,0.15136287335932713,207.0141,0.366,1.86
2.249417,69.86614382646927,21.73817,20.873107179846915,24.11,0.25289678144702216,250.6109,0.382,1.59
1.453107,270.1914964785477,21.85195,20.281223838688966,22.97,0.16110262334425213,183.6538,0.392,2.38
1.341658,145.2084550568513,22.10721,20.811685559201756,22.57,0.1860617423658984,189.2344,0.396,1.57
2.280686,304.0998834231196,22.25255,19.98545343575424,23.41,0.16120485441888005,228.5599,0.398,2.81
0.7243783,76.62287612813812,21.85402,20.551015214061113,23.37,0.23499432006376425,207.0141,0.436,1.38
2.489647,229.96480123046285,20.83019,19.236559620244332,21.97,0.15715783575548048,247.1724,0.436,1.71
0.8503818,126.27477215016151,20.52026,18.893822388067626,22.21,0.18930830470587193,168.2674,0.444,1.33
0.7944452,160.064902942164,22.29904,20.271940946181825,21.27,0.1668884548562637,159.5879,0.448,1.18
2.17679,176.61206890573624,20.85842,20.34244680027492,22.27,0.17264171818817584,260.6154,0.45,1.61
2.56979,166.42492099802556,22.59996,20.779452382668048,25.15,0.21515909166397826,255.2701,0.458,3.18
1.680511,154.12261900029318,21.91961,20.585945457274242,21.89,0.1752059783819042,238.7811,0.474,1.36
0.7069527,200.1224305800263,22.04066,20.15648088043553,21.47,0.15830475406011985,149.2794,0.478,1.4
2.435913,259.514738381027,21.12568,20.521266114691457,23.35,0.16738809523707776,255.2701,0.484,2.56
2.532446,147.14163938180883,21.03954,20.517625164875454,21.63,0.174782273379836,294.4422,0.522,1.24
1.638961,234.00762981577483,20.57129,19.88897766268811,22.29,0.15978483945451952,227.5097,0.586,1.87
1.788006,249.11515138987883,22.06167,20.990604464404793,22.57,0.16010379373808356,234.4229,0.634,2.07
1.390219,125.71689975643491,21.20042,19.477853582636143,22.19,0.18931825589381385,243.7811,0.658,1.32
1.579737,162.11085391275307,22.82695,20.96909686443673,21.73,0.17096409189592035,254.0973,0.682,1.34
0.5555343,135.14412672616396,22.94419,20.741302529674606,21.55,0.17835052279910654,189.2344,0.742,1.16
0.7906209,134.47090755311746,22.13668,19.75802434475097,20.93,0.17238065521012597,275.4229,0.76,0.98
2.629452,171.44130982032337,22.15833,20.651717979279283,23.37,0.18747231385084903,296.4831,0.764,2.09
1.36983,165.77253789675387,22.95375,20.971662160224845,22.25,0.1755382012340862,252.9298,0.774,1.55
1.179671,218.85041388173047,21.97784,20.452589199210205,21.37,0.15332254795791894,235.5049,0.784,1.43
0.6876419,220.71901430974904,21.62907,20.134108171550615,21.13,0.15067401811566053,190.5461,0.79,1.35
1.265261,111.08730050508301,21.7259,20.497470996632845,23.19,0.20894751460409744,233.8837,0.822,1.6
1.095376,115.4557981707687,20.7758,20.619397685959534,22.45,0.19717796041878616,252.9298,0.828,1.35
1.28732,260.53914586769844,22.26773,20.13270299635861,21.83,0.15035866347833882,240.9905,0.83,1.76
0.8556368,222.85328410348714,22.54615,20.87872037344802,23.17,0.17213234818652193,178.6488,0.848,2.27
0.8926216,202.84924052296608,21.23925,19.912730187765455,21.47,0.157689847614485,243.7811,0.856,1.41
1.032941,196.44608235361883,23.18994,20.83001307483489,21.59,0.16035260804302892,238.2319,0.872,1.43
1.42656,190.72823326685884,21.87188,20.58661574872645,21.81,0.16398281996334818,304.0885,0.946,1.49
0.8449156,234.80626794696417,21.23383,20.616174840509338,21.49,0.15142226357571156,227.5097,0.968,1.53
0.983977,224.2119517483547,23.16218,20.844704606983008,21.71,0.15561124463741874,248.3133,0.984,1.58
1.187888,283.63405744283267,22.70621,20.489382550731627,22.57,0.154541919005501,231.7395,0.992,2.21
1.249355,219.21066817599868,20.88691,19.55727150208369,21.63,0.155804405683802,282.488,0.998,1.53
0.5614188,187.52555854269693,21.7379,20.21787737819263,22.99,0.1781723258585243,166.7247,1.014,1.99
2.321007,316.5977441452775,22.65782,20.757883189475248,22.63,0.15065874897210543,329.6097,1.092,2.37
